URL,Location
https://weather.com/en-NG/weather/today/l/aac619af0e4a1f0ffbab44e0cd35501d61e2c5d4337767432f5cbac90957d7a1,London
https://weather.com/en-NG/weather/today/l/e8808c3af3427383aa8d481a131f10eb992a1a416fb57fc0d380b9b23229bb0f,Abuja
https://weather.com/en-NG/weather/today/l/b7f1e03dcacbe4ce08302af6e3efcf67c2ed296c5d53fe3f8752146bf401f995,Bad_Honnef
